Time_Seconds,Heart_Rate_BPM
1.408,78.95176562325943
2.16,79.94766819553351
2.896,82.83942516618978
3.584,84.65277139442964
4.288,84.80126272253607
5.0200000000000005,83.66445617453034
5.736,83.66445617453034
6.44,84.91348037437422
7.140000000000001,84.75829725829725
7.86,83.97351574147153
8.584,83.49197481049241
9.296,85.12596173859698
9.976,85.91074325542269
10.68,85.753816508828
11.396,83.81457927547312
12.124,84.14112055029025
12.82,84.77958822786408
13.52,84.93137014760181
14.244,83.66826543622123
14.972,83.83246904870072
15.668000000000001,84.45674722705698
16.376,83.72218766896802
17.124,81.44158194008642
17.88,80.66552184199243
18.608,81.24995829913863
19.34,82.26745931663964
20.068,82.57270962188994
20.788,83.49889282092671
21.496000000000002,84.76199753230728
22.192,85.23280732515099
22.900000000000002,84.76199753230729
23.62,84.92809945244548
24.312,85.58124598587025
25.004,84.83049523511951
25.744,81.97042779773993
26.512,80.84647147147146
27.232,81.44375383670963
27.956,82.57600021352123
28.692,83.20731334483436
29.396,85.34490871447393
30.068,89.03519320185985
30.716,90.38800705467372
31.388,88.87468986339042
32.096000000000004,85.03751935955324
32.836,82.30264162467552
33.576,80.23206452525824
34.34,77.59528140067025
35.160000000000004,75.56825437364321
35.96,77.48013154288846
36.672000000000004,81.49897854954034
37.376,85.40071265358658
38.068,85.88225358456572
38.768,87.05896149204285
39.444,87.22699482985708
40.132,86.12809373095598
40.86,84.01482238691541
41.588,84.70695970695971
42.26,85.97006441834029
42.956,85.97006441834029
43.684,84.29804729688496
44.396,84.13384368440548
45.096000000000004,83.68834323890502
45.836,82.05348205348204
46.592,80.80445785363818
47.324,82.84719826847162
48.012,85.6319378953165
48.696,85.933842915997
49.42,83.17986494782075
50.18,79.45030294758206
50.964,78.42173823616793
51.716,80.67737733391229
52.416000000000004,84.57893795816199
53.096000000000004,85.76097105508869
53.816,83.09627823495546
54.588,78.81014166977663
55.384,77.77033180643735
56.132,80.11218362576349
56.84,83.39564639415087
57.544000000000004,85.72744592157284
58.232,87.59934027866221
58.896,89.86509599533818
59.548,89.04391612409918
60.256,87.4948627678169
60.956,85.22910705114094
61.660000000000004,82.49072356215213
62.444,81.8522558845783
63.160000000000004,82.17879715939544
63.856,85.40422526167083
64.552,86.20689655172413
65.248,85.09557376008128
65.97200000000001,82.53795204737743
66.736,78.80231986346938
67.536,77.35602094240838
68.3,78.05973090131171
69.044,79.51475735633817
69.8,78.58927213765924
70.592,77.74921837421837
71.36,79.07196969696969
72.08,80.55741235888294
72.828,78.67033506419696
73.656,74.25704326772758
74.512,71.90931925572811
75.33200000000001,75.07713425533213
76.06400000000001,80.61438237806996
76.756,84.63322938472184
77.46000000000001,84.19254544324467
78.20400000000001,80.29081133919843
79.004,77.13424568263278
79.796,77.42643829600351
80.532,79.7488426675882
81.264,79.49631741506295
82.06400000000001,75.79658277534057
82.916,71.72999235724424
83.776,70.88458172922492
84.604,73.4520699921357
85.372,76.93422395308585
86.12,79.95354762458342
86.85600000000001,82.0017685983662
87.568,84.16553478797394
88.26,85.24020931511714
88.968,83.3283321458719
89.732,78.46505958028719
90.56400000000001,75.72667609129837
91.348,76.72257866357245
92.084,80.77400476556035
92.796,82.5862050555124
93.528,81.86731846706058
94.284,79.02995607913641
95.07600000000001,77.74921837421837
95.84400000000001,79.07196969696969
96.56400000000001,81.75240533829918
97.28,83.03314304321722
98.012,81.8511099462905
98.764,81.09206209591402
99.5,81.54743550210709
100.22,84.53748963782408
100.896,86.09920877825385
101.592,84.77645745550254
102.348,79.82120051085569
103.16,76.59577240858029
103.944,77.61327342608132
104.672,78.49293563579278
105.456,77.1373209261408
106.284,72.60057327012709
107.156,72.47107984839292
107.944,75.49040351989049
108.68,79.58165073040377
109.42,79.97413594679395
110.196,77.31002682488432
111.012,76.05619567414595
111.788,75.92402543888292
112.568,77.32095726860963
113.34,76.80028664484624
114.132,77.4750504775048
114.892,76.94902538610793
115.68,75.61994510965924
116.516,73.34261717443657
117.348,73.60293215556374
118.128,75.85749765069137
118.892,79.29156358475731
119.62,82.5522720477779
120.312,86.31438133705275
120.98,88.96233579223612
121.644,88.46969259728078
122.348,84.43630858809708
123.12,81.78835413291371
123.848,82.61902930569414
124.532,84.80218119484825
125.244,84.50356676579904
125.98,84.16553478797394
126.672,85.14541458938497
127.36,86.38059245499761
128.064,84.95138582347884
128.792,83.35414585414586
129.52,83.51648351648352
130.22,84.61538461538461
130.92000000000002,86.55462184873949
131.6,88.4709981553597
132.256,89.83968934441017
132.924,89.16355682243587
133.62,86.14827941691456
134.348,83.83246904870072
135.072,84.336602946664
135.756,86.10384155600788
136.44,87.54929960560315
137.12800000000001,87.72129822961416
137.808,89.15637877350969
138.46,90.02673109212826
139.12800000000001,89.35059857015395
139.824,86.14827941691456
140.552,84.94379184034356
141.248,84.29804729688496
141.96,83.14130929804169
142.72,81.14364502857215
143.468,80.83153516590049
144.18800000000002,83.41747979626251
144.88,84.3038212740892
145.604,82.5677101629781
146.372,79.84398653013605
147.136,80.46826470849231
147.844,82.51648568227509
148.556,83.36550223809792
149.296,81.43270414116067
150.056,78.98384214173689
150.836,78.83853554481738
151.58,79.54977309816019
152.32,79.16127270965981
153.112,76.20299725562883
153.948,73.68577415017043
154.764,75.4602759246722
155.504,80.2724631325037
156.20000000000002,84.17175012002598
156.904,83.88269100743746
157.65200000000002,80.78808446455506
158.43200000000002,78.02001919648978
159.21200000000002,75.0915750915751
160.052,71.97307197307197
160.94,69.05931905931905
161.82,70.37542339049875
162.616,73.8945675346429
163.38400000000001,77.20896147403684
164.15200000000002,77.4640439932318
164.94,77.19557320285381
165.716,79.08686743004188
166.43200000000002,79.61289252143874
167.204,77.53637910960505
168.048,72.53919803226407
168.92000000000002,69.78061042911688
169.784,71.33645321718717
170.576,73.27629529122066
171.38,74.51839104551154
172.20000000000002,73.30432733144782
173.032,73.80941610079904
173.82,76.44619922538703
174.56,80.8168285960164
175.264,85.55659986382878
175.928,88.11537165336979
176.604,87.63924163813363
177.32,84.69267275390104
178.056,82.28078698081126
178.792,82.28078698081126
179.508,83.84250612124106
180.204,83.55031350787031
180.948,79.6558141524771
181.78,75.19202662876323
182.604,74.08350207494436
183.38,77.66934992874802
184.104,81.48739290900329
184.816,82.59591746282216
185.56,80.74480394684562
186.336,77.40739155392095
187.144,76.03587520544606
187.928,77.43659237263566
188.66400000000002,79.27986180596199
189.416,79.54285360061797
190.192,78.00996619816536
190.972,79.34718241116904
191.68800000000002,81.35176431265816
192.40800000000002,81.35176431265816
193.18800000000002,77.22832722832723
194.028,73.37399442662601
194.864,72.73296878560036
195.66400000000002,74.04907311678006
196.46,74.7561700126247
197.272,74.14641391506373
198.092,75.61653045521126
198.844,77.7239564977286
199.592,80.07168050972807
200.34,81.72452339949848
201.048,84.74846024696473
201.72,87.77239709443099
202.392,87.45677041766427
203.108,82.44734090328426
203.916,76.95728080157366
204.74,75.34010938140312
205.5,77.18337881472945
206.252,78.16405940706053
207.044,75.21275591468472
207.9,72.42653504335748
208.74,71.56425369327124
209.56,72.23822925042437
210.392,72.93850936246918
211.208,75.14401014088122
211.96,80.17531604428015
212.648,83.75539976316097
213.36,83.75539976316097
214.112,79.93815757382575
214.904,77.35847401500897
215.68800000000002,75.15297323659694
216.508,74.65292323159642
217.316,75.04945490125911
218.088,76.56594675011542
218.86,78.12926097627488
219.62,79.10424565508707
220.364,78.83853554481738
221.144,76.79459073132733
221.96800000000002,75.42307438285246
